WHITBYCGS	PICKERINGA-G1	PICKERINGA-G3	PICKERINGB-G5	PICKERINGB-G6	PICKERINGB-G8	BECK1	BECK2	DECEWFALLS	GRAND VALLEY 3	GRANDSF	GRANDWF	SUM	Humidity	Pressure	Temperature
57	513	0	506	514	523	299	1343	69	12	26	5	4359	79	1028	267.08
57	513	0	506	515	523	295	1323	72	7	15	0	4448	92	1027	267.76
57	513	0	507	514	523	159	1260	72	11	12	0	4430	86	1027	270.35
57	513	0	507	515	523	164	1069	72	9	2	2	4327	80	1028	271.96
57	513	0	507	515	522	218	1214	72	9	0	1	4533	87	1028	273.36
57	513	0	506	514	523	279	1254	72	4	0	2	4628	69	1027	274.77
57	513	0	505	514	523	262	1261	72	3	0	6	4613	69	1026	275.57
56	512	0	504	514	523	275	1275	72	1	0	13	4659	59	1025	275.97
56	512	0	505	514	522	214	1214	72	0	0	2	4532	64	1025	276.36
56	513	0	505	514	522	212	1177	72	4	0	0	4506	69	1025	275.76
57	512	0	506	514	523	139	1090	70	4	0	0	3989	74	1025	274.76
57	513	0	506	513	523	135	1124	69	0	0	1	3929	69	1025	274.13
57	512	0	506	514	523	136	1124	67	4	0	9	3938	74	1025	274.15
57	513	0	506	514	523	139	983	65	12	0	30	3831	80	1025	272.53
56	513	0	506	514	523	139	996	63	12	0	29	3858	64	1024	272.72
57	512	0	506	513	522	139	979	64	10	0	6	3831	69	1024	272.34
57	512	0	505	514	522	138	978	65	18	0	64	3905	92	1023	272.17
57	513	0	505	514	523	138	1024	69	17	0	48	3950	69	1023	272.59
57	513	0	506	514	523	137	1065	71	14	0	52	3994	69	1022	272.11
57	513	0	507	515	521	182	1358	72	6	0	40	4315	80	1022	271.79
57	513	0	505	514	523	299	1395	72	0	1	37	4459	80	1022	272.11
57	512	0	504	516	523	290	1377	71	4	2	32	4431	81	1021	272.03
57	511	0	503	513	522	296	1445	72	4	3	19	4490	82	1020	273.58
57	509	0	498	510	520	281	1346	71	0	3	20	4518	82	1019	273.16
57	507	0	498	508	519	128	1305	71	0	10	30	4494	93	1017	273.74
57	507	0	498	508	517	128	1053	71	0	7	24	4465	93	1016	273.74
57	508	0	500	508	520	214	1208	71	0	3	13	4962	94	1016	273.97
56	509	0	500	509	520	160	1090	71	0	0	1	4755	93	1013	274.14
57	510	0	501	509	521	227	1169	71	0	0	0	4891	93	1012	274.13
57	510	0	501	510	521	155	1060	71	0	0	0	4716	93	1011	274.37
56	510	0	501	510	521	138	1280	71	0	0	0	4916	93	1010	274.36
56	510	0	501	510	521	266	1360	70	0	0	1	4866	93	1009	274.56
56	512	0	503	512	518	235	1238	67	0	0	23	4299	100	1009	274.58
57	512	0	503	513	515	172	1187	64	0	0	50	4114	100	1009	274.78
57	513	0	505	513	515	148	1181	64	0	0	38	4077	93	1009	274.77
56	513	0	504	514	514	135	1069	65	0	0	12	3925	93	1009	274.58
57	513	0	505	513	516	135	1050	64	1	0	17	3869	100	1009	274.56
57	513	0	505	514	522	138	1152	64	3	0	67	4027	93	1009	274.56
56	513	0	505	513	521	144	1390	65	2	0	49	4261	91	1009	274.75
56	512	0	505	514	523	137	1382	69	1	0	44	4333	91	1009	274.4
56	512	0	505	513	523	140	1212	71	1	0	39	4314	93	1009	274.37
57	513	0	505	513	523	163	1210	72	0	0	30	4487	93	1010	274.13
57	512	0	505	513	523	145	1186	72	0	0	41	4454	93	1010	274.38
57	513	0	503	513	521	273	1347	72	0	1	47	4746	100	1011	274.38
57	512	0	505	513	522	227	1318	71	0	5	39	4668	100	1011	274.38
57	512	0	505	513	522	169	1315	71	0	6	32	4598	100	1011	274.38
57	512	0	505	513	522	207	1255	72	0	9	32	4583	100	1012	274.61
56	512	0	504	513	522	142	1178	71	0	10	37	4125	93	1013	274.86
56	512	0	504	513	522	288	1255	71	1	9	39	4257	100	1012	274.94
57	512	0	504	513	522	208	1357	71	1	7	43	4389	100	1013	275.17
56	511	0	504	513	522	302	1288	71	1	4	40	4615	86	1015	275.73
56	512	0	503	513	521	274	1259	71	2	1	30	4746	86	1015	275.75
56	511	0	504	512	522	201	1204	71	2	0	42	4557	86	1015	276.13
57	511	0	505	512	523	138	1065	71	1	0	66	4348	86	1014	276.36
57	511	0	505	513	523	135	1079	68	1	0	71	4361	91	1014	276.16
57	511	0	505	513	523	183	1134	67	0	0	88	4480	86	1014	276.15
57	512	0	504	513	522	168	1102	67	0	0	88	4428	86	1017	276.54
57	511	0	503	513	522	138	994	67	0	0	70	3954	100	1016	276.15
57	512	0	505	512	522	139	981	67	1	0	59	3840	93	1015	275.96
56	512	0	505	513	522	139	1061	69	4	0	69	3935	93	1016	276.15
57	511	0	503	513	521	141	980	70	4	0	20	3805	93	1016	276.15
57	511	0	505	512	523	138	977	73	6	0	0	3788	86	1015	276.15
56	512	0	505	513	521	139	985	72	5	0	0	3911	93	1015	276.15
56	512	0	505	512	523	139	982	72	2	0	1	4096	93	1016	275.89
57	512	0	505	513	523	151	1128	72	1	0	34	4393	93	1015	275.89
56	512	0	505	513	523	188	1227	72	0	0	32	4529	86	1015	276.39
57	511	0	505	513	523	271	1258	71	0	0	29	4706	93	1016	276.15
56	512	0	505	512	523	314	1350	71	0	1	20	4785	86	1016	276.15
57	512	0	505	514	521	314	1315	71	0	3	12	4902	93	1016	275.89
57	512	0	504	514	523	315	1313	71	0	6	4	4950	90	1016	275.64
57	512	0	505	514	523	315	1280	71	0	8	1	4395	80	1016	275.63
57	512	0	506	513	523	316	1313	72	0	7	5	4313	93	1017	275.42
57	512	0	506	513	523	272	1356	72	0	7	6	4423	93	1017	275.13
57	512	0	506	514	523	210	1207	72	0	7	8	4410	100	1018	274.75
57	512	0	506	513	518	160	1203	72	0	6	12	4456	93	1018	275.35
57	512	0	506	514	521	189	1227	72	0	1	11	4520	93	1018	275.54
57	511	0	506	513	522	315	1246	72	0	0	10	4861	93	1018	275.76
57	512	0	506	514	521	308	1275	72	0	0	5	4736	93	1017	275.98
57	512	0	506	514	523	312	1345	72	0	0	1	4758	93	1016	275.76
57	511	0	506	513	523	273	1270	72	0	0	0	4641	86	1016	275.55
57	511	0	506	514	522	280	1337	72	0	0	0	4381	89	1015	275.55
56	512	0	506	513	522	227	1212	71	0	0	0	4104	86	1016	275.74
57	512	0	506	513	523	177	1123	71	0	0	0	3967	86	1017	275.13
57	512	0	506	514	523	244	1317	71	0	0	1	4229	86	1017	275.15
57	511	0	504	514	523	294	1419	71	0	0	5	4382	100	1016	274.76
57	511	0	506	512	521	305	1333	71	0	0	10	4311	100	1016	274.95
56	513	0	506	514	523	143	1241	71	0	0	12	4064	93	1016	274.74
56	511	0	505	514	523	135	1072	71	0	0	17	3891	81	1016	274.66
57	512	0	506	514	523	89	1030	71	0	0	15	3803	80	1015	274.66
57	511	0	506	514	523	132	1073	72	0	0	27	3997	80	1015	274.66
57	511	0	506	513	523	132	984	72	0	0	47	4096	80	1014	274.66
57	511	0	505	513	523	132	1033	71	0	1	30	4272	79	1014	274.66
57	511	0	505	513	522	158	1246	72	0	5	12	4497	79	1014	274.66
56	511	0	505	513	522	146	1228	71	0	7	7	4460	93	1012	274.64
56	510	0	504	513	523	300	1283	71	0	10	4	4682	78	1011	274.65
57	511	0	504	511	523	297	1351	72	0	12	7	4763	78	1011	274.66
57	511	0	504	512	523	269	1311	71	2	9	6	4694	86	1011	274.74
57	510	0	504	512	522	233	1264	71	2	6	4	4582	93	1009	275.34
57	510	0	503	511	522	141	1182	71	4	4	4	4406	86	1009	275.74
57	510	0	501	512	521	153	1167	71	6	2	0	4394	86	1009	275.74
56	511	0	504	511	521	264	1236	71	4	0	0	4588	86	1008	276.35
56	511	0	504	512	522	160	1228	71	4	0	0	4145	86	1008	276.36
57	511	0	504	512	522	138	1218	71	4	0	3	4024	86	1007	276.55
56	511	0	504	511	522	233	1276	71	5	0	47	4220	86	1007	276.75
56	511	0	504	513	522	293	1291	71	5	0	62	4312	93	1007	277.15
57	511	0	504	512	522	237	1196	71	5	0	71	4169	93	1007	276.98
57	511	0	504	512	521	204	1208	71	11	0	69	4152	93	1007	276.96
57	510	0	502	512	523	177	1347	71	16	0	41	4239	100	1007	276.55
57	510	0	504	513	522	226	1351	71	15	0	35	4288	93	1007	276.54
57	511	0	505	513	523	147	1257	71	10	0	27	4105	100	1007	276.15
57	510	0	504	513	523	138	1101	71	14	0	3	3910	93	1007	276.37
57	510	0	504	513	523	139	1003	71	17	0	0	3810	93	1007	275.91
57	511	0	504	512	522	139	1067	71	14	0	0	3870	100	1007	275.91
57	511	0	504	512	520	138	1177	71	11	0	0	3972	100	1007	275.92
57	511	0	504	512	522	139	1075	71	0	1	0	3865	100	1008	275.64
57	510	0	504	512	522	169	1229	71	2	4	0	4053	100	1009	275.88
57	511	0	504	512	521	250	1256	71	6	13	0	4173	100	1009	275.88
57	511	0	503	513	522	135	1035	71	21	14	3	3857	93	1008	275.65
57	511	0	504	513	522	135	1105	71	21	26	0	3938	93	1008	275.59
57	512	0	505	512	522	141	1276	71	17	54	0	4139	100	1008	275.9
57	512	0	505	513	522	145	1190	71	13	58	2	4062	100	1008	276.14
57	511	0	506	514	523	288	1366	71	10	25	0	4428	93	1008	276.11
57	512	0	506	511	523	182	1295	71	10	24	1	4420	93	1009	276.53
57	512	0	509	510	522	139	991	71	10	3	7	4216	100	1009	277.21
57	512	0	508	510	523	139	977	71	9	0	13	4206	100	1008	277.39
57	512	0	508	510	523	138	980	71	12	0	20	4212	100	1007	277.78
56	511	0	508	510	523	138	982	71	20	0	16	4217	100	1006	277.76
56	511	0	508	510	522	139	977	71	14	0	9	4201	100	1007	278.77
57	510	0	506	507	521	139	977	71	6	0	10	4187	93	1006	278.81
56	511	0	508	503	522	139	1001	71	5	0	9	3890	93	1006	277.56
56	510	0	508	503	522	138	987	71	7	0	9	3783	100	1006	277.34
57	511	0	506	508	521	138	990	71	7	0	7	3789	93	1006	277.55
56	511	0	508	510	521	137	1004	71	7	0	1	3799	93	1007	277.33
56	511	0	508	510	522	138	1042	71	8	0	1	3838	100	1006	277.12
56	511	0	509	510	522	138	1010	71	11	0	1	3812	100	1006	276.92
56	512	0	509	509	522	139	1047	71	14	0	4	3853	100	1006	276.63
57	511	0	509	510	521	138	1060	71	10	0	11	3866	100	1006	276.35
57	512	0	508	509	521	138	1069	71	4	0	10	3865	100	1006	276.4
57	512	0	508	509	522	137	1042	71	7	0	13	3845	93	1006	276.36
57	511	0	507	509	522	137	1080	71	7	2	23	3893	93	1006	276.9
57	511	0	509	509	522	137	1089	70	10	9	23	3917	93	1006	277.41
57	512	0	508	509	520	220	1351	70	13	16	27	4277	100	1006	277.39
57	511	0	508	508	522	148	1259	70	20	16	16	4112	100	1005	276.92
57	511	0	506	509	521	154	1253	70	18	30	23	4138	93	1005	276.89
57	511	0	508	509	521	161	1175	70	18	24	33	4153	100	1005	276.34
57	511	0	508	509	522	138	1042	70	18	19	49	4178	100	1006	276.15
56	511	0	508	508	522	138	978	70	12	8	82	4281	100	1007	276.74
56	510	0	508	509	522	138	1010	70	16	2	73	4300	100	1007	277.34
56	511	0	508	509	522	137	1004	70	21	0	82	4300	93	1007	277.57
56	512	0	508	509	522	167	1127	70	24	0	86	4461	93	1006	277.78
57	511	0	508	508	522	137	1048	70	24	0	86	4352	100	1006	277.78
57	511	0	506	508	520	137	982	70	22	0	41	4239	100	1006	278.2
57	510	0	507	507	521	138	1028	70	28	0	10	3943	93	1005	278.57
57	511	0	506	507	521	138	992	70	33	0	45	3853	86	1006	278.56
57	510	0	505	506	520	138	1012	70	28	0	3	3820	86	1006	278.36
56	509	0	504	506	520	137	1064	70	27	0	0	3866	86	1007	277.74
56	508	0	503	506	520	136	1001	70	20	0	0	3793	86	1007	277.75
56	510	0	506	507	521	135	1051	70	13	0	0	3840	80	1007	277.15
57	511	0	506	507	519	135	1037	70	6	0	0	3821	86	1008	276.54
56	511	0	504	508	521	135	1000	70	0	0	0	3779	97	1008	276.15
56	511	0	500	507	521	134	1051	70	1	0	0	3822	80	1008	275.93
57	511	0	500	507	521	137	1149	70	1	0	45	3971	94	1008	275.66
57	509	0	497	506	519	137	1132	70	0	1	70	3971	94	1008	275.16
56	508	0	497	504	519	257	1362	70	0	2	83	4328	86	1009	275.11
56	507	0	497	505	520	305	1221	70	0	7	81	4241	94	1008	274.92
56	507	0	498	505	520	282	1220	70	1	9	79	4220	94	1008	274.92
57	507	0	503	501	520	141	1115	70	6	16	68	3983	93	1008	274.92
57	506	0	503	499	519	180	1208	70	14	19	74	4138	93	1008	274.91
56	507	0	503	494	520	259	1308	70	17	11	98	4434	100	1008	275.35
56	507	0	505	493	520	295	1197	70	16	17	108	4519	93	1009	275.36
56	507	0	505	494	518	142	1026	70	15	12	119	4345	93	1009	275.58
56	507	0	506	496	520	136	930	70	16	3	121	4243	100	1009	275.97
56	509	0	507	498	521	234	1150	70	19	0	93	4574	93	1009	276.38
56	508	0	506	499	521	254	1151	70	21	0	98	4608	80	1008	276.76
56	511	0	509	500	522	139	993	70	20	0	101	4309	86	1008	277.17
57	512	0	508	500	521	225	1280	70	19	0	115	4734	75	1008	276.96
56	511	0	509	500	519	298	1370	70	16	0	120	4531	80	1007	277.58
56	512	0	507	501	522	202	1222	70	13	0	102	4180	80	1007	277.36
57	512	0	509	501	522	177	1215	70	13	0	90	4139	86	1008	276.15
57	512	0	509	500	520	181	1365	70	13	0	87	4288	86	1009	276.15
57	512	0	509	502	522	138	1150	70	9	0	76	4043	86	1009	275.75
57	513	0	510	506	522	141	1036	70	4	0	70	3961	80	1009	275.56
56	512	0	508	510	522	139	1161	70	2	0	58	4089	81	1009	275.34
56	512	0	510	511	521	139	1031	70	1	0	30	3980	80	1009	274.65
56	512	0	511	510	522	138	1091	70	0	0	30	4210	80	1008	274.64
56	512	0	511	511	522	171	1177	70	1	0	30	4710	80	1008	273.63
56	512	0	511	511	522	277	1293	70	1	1	26	5176	80	1007	273.64
57	512	0	509	511	522	287	1298	70	0	1	16	5066	80	1007	273.14
57	512	0	510	511	522	302	1301	70	0	8	17	5137	74	1007	273.14
56	512	0	511	511	520	303	1321	70	0	18	14	5133	69	1006	272.88
57	511	0	510	509	522	279	1309	70	1	22	6	5064	69	1006	272.88
57	513	0	511	510	522	139	1188	70	3	20	8	4483	69	1006	272.88
57	512	0	511	510	522	139	1133	70	6	16	9	4059	80	1006	273.18
57	512	0	511	509	522	142	1313	70	7	8	17	4148	69	1007	273.15
56	513	0	511	510	522	173	1350	70	9	4	21	4379	90	1002	272.657
56	511	0	511	510	521	173	1189	70	10	1	15	4502	90	1002	272.657
57	512	0	510	509	521	184	1215	70	8	0	8	5255	89	1001	273.489
57	513	0	509	510	522	218	1217	70	8	0	16	5328	89	1001	273.489
57	512	0	511	510	522	146	1217	70	13	0	31	5236	89	1001	273.489
57	512	0	511	509	522	295	1367	70	19	0	21	5561	89	1000	273.59
57	512	0	511	510	521	264	1342	70	22	0	14	5315	89	1000	273.59
57	513	0	511	510	522	246	1310	70	25	0	26	5161	89	1000	273.59
57	513	0	511	510	522	139	1122	70	25	0	26	4119	89	1001	272.758
57	512	0	508	510	521	139	1176	70	18	0	44	4042	89	1001	272.758
57	513	0	511	509	522	249	1284	70	8	0	26	4234	89	1001	272.758
57	512	0	511	510	522	141	1050	70	5	0	14	3878	93	1001	271.316
57	512	0	511	510	523	138	985	70	3	0	24	3818	93	1001	271.316
57	513	0	509	509	523	138	1027	70	2	0	44	3881	93	1001	271.316
57	512	0	511	510	523	139	1065	70	4	0	21	4013	91	1001	269.788
57	512	0	511	510	523	157	1130	70	6	0	17	4232	91	1001	269.788
57	511	0	511	510	521	193	1208	70	7	1	27	4501	91	1001	269.788
57	513	0	510	510	523	141	1135	70	6	3	38	4394	88	1002	269.749
56	513	0	508	510	523	138	1235	70	4	13	28	4486	88	1002	269.749
56	513	0	511	511	523	137	1073	71	5	21	40	4348	88	1002	269.749
56	512	0	511	510	523	138	996	72	3	33	68	4309	81	1002	269.189
56	513	0	511	509	522	143	1116	72	7	15	76	4433	81	1002	269.189
56	514	0	511	510	520	302	1380	72	11	10	52	4906	81	1002	269.189
56	513	0	511	510	522	304	1263	71	5	6	14	4680	91	1001	272.475
57	513	0	511	509	522	276	1391	71	1	6	0	4792	91	999	274.769
57	512	0	511	511	522	170	1237	72	0	1	9	4503	86	1005	276.34
56	513	0	511	511	523	136	1182	72	0	0	30	4434	86	1004	277.15
57	513	0	512	511	522	134	1072	72	0	0	36	3998	86	1003	277.57
57	513	0	512	511	522	139	1105	71	0	0	45	3962	80	1003	277.55
57	512	0	512	511	522	188	1164	71	1	0	106	4131	86	1001	277.37
57	513	0	511	510	522	189	1150	71	1	0	142	4152	86	1001	277.37
56	513	0	511	510	521	137	1033	71	3	0	93	3929	86	999	276.98
56	513	0	511	510	522	138	991	71	4	0	4	3801	86	999	276.96
57	513	0	511	509	523	138	1034	70	10	0	128	3973	86	999	276.75
57	513	0	512	511	522	138	982	70	12	0	134	3938	93	998	276.17
57	513	0	511	511	522	138	995	70	8	0	127	3938	93	998	275.75
57	513	0	511	510	521	138	979	70	5	0	123	3912	100	997	275.56
56	511	0	511	510	522	138	979	70	5	0	120	3907	100	996	275.38
57	513	0	512	504	522	138	1003	70	10	0	13	3827	93	995	275.66
56	513	0	509	502	522	138	1077	70	12	0	19	3903	100	995	275.38
57	512	0	512	503	522	138	1035	70	13	1	100	3949	93	995	275.63
57	512	0	512	504	522	137	1135	70	8	2	138	4083	100	994	275.66
57	512	0	511	504	520	137	1143	70	5	6	139	4090	100	995	275.87
57	512	0	509	504	522	137	1031	71	10	13	135	3987	100	994	276.41
57	512	0	511	504	522	137	1004	71	20	15	119	3958	100	994	276.43
57	513	0	512	505	523	137	982	71	25	13	90	3914	93	994	276.36
57	512	0	512	511	523	137	979	71	29	20	98	3936	93	994	276.15
57	512	0	511	510	522	120	1017	71	29	27	22	3884	93	994	276.17
57	512	0	511	509	522	136	1065	71	26	14	105	4012	93	994	275.94
56	513	0	511	511	521	137	979	71	31	0	123	3937	93	994	276.17
57	513	0	506	511	522	137	1062	71	37	0	128	4028	94	994	276.38
57	512	0	505	511	523	136	1094	71	36	0	131	4061	80	995	276.37
57	512	0	505	510	522	137	1045	71	32	0	119	3996	94	995	276.37
57	512	0	505	510	522	136	981	71	36	0	121	3937	80	996	276.17
56	511	0	504	511	520	137	1000	71	37	0	129	3960	80	997	275.97
57	511	0	505	510	522	137	1001	71	39	0	136	3975	69	998	275.94
57	512	0	502	511	523	138	982	72	38	0	136	3957	69	999	275.94
57	512	0	499	509	523	138	990	72	33	0	136	3953	74	1000	275.76
57	512	0	499	510	523	138	978	72	19	0	136	3928	80	999	275.56
57	512	0	498	511	523	137	978	72	4	0	136	3914	74	1001	275.15
57	511	0	498	509	521	138	977	72	5	0	136	3910	74	1001	275.35
56	512	0	499	510	523	138	976	72	20	0	136	3928	74	1001	275.4
56	511	0	499	510	523	136	989	72	32	0	136	3948	80	1002	274.65
56	511	0	499	510	523	137	997	72	32	0	124	3947	69	1002	274.66
57	511	0	499	511	523	138	978	72	32	0	68	3874	59	1002	273.9
56	511	0	499	511	522	138	1040	72	34	0	68	3935	69	1003	273.42
57	512	0	499	511	522	138	1045	72	35	0	98	3975	78	1001	273.15
57	511	0	497	510	523	137	992	72	37	0	32	3853	59	1003	273.14
57	511	0	499	510	523	137	1020	72	37	0	0	3850	59	1002	272.88
57	512	0	497	511	523	137	1028	72	36	0	0	3846	78	1003	272.39
57	512	0	498	511	522	137	1024	72	35	0	0	3852	78	1003	272.76
57	512	0	499	510	524	137	1143	72	34	0	0	3973	74	1003	272.92
56	511	0	499	511	524	136	1069	72	35	0	0	3898	74	1003	273.35
56	511	0	499	510	524	137	991	72	29	0	0	3814	64	1003	274.12
56	512	0	499	511	523	137	1064	72	28	0	0	3887	64	1003	274.92
57	512	0	508	511	523	137	1002	72	27	0	0	3835	64	1002	274.54
57	512	0	511	511	523	137	981	72	33	0	0	3823	64	1002	274.14
56	511	0	511	511	523	137	1009	72	35	0	0	3851	74	1001	274.38
57	512	0	511	511	523	137	1067	72	37	0	69	3982	64	1001	274.55
57	511	0	510	511	523	136	999	72	36	0	46	3887	79	1001	274.37
57	512	0	510	510	522	137	1007	72	34	0	26	3872	81	1001	273.77
57	511	0	509	509	516	137	1030	72	32	0	0	3857	80	1002	273.15
57	512	0	510	511	514	137	1002	72	25	0	0	3826	74	1003	273.33
57	512	0	510	511	516	137	983	72	12	0	0	3796	69	1003	272.92
57	512	0	510	511	516	137	980	72	12	0	0	3791	69	1003	272.95
57	511	0	508	520	515	137	984	72	12	0	0	3802	86	1002	272.4
57	511	0	509	511	516	137	988	72	13	0	0	3800	81	1003	272.4
57	512	0	510	510	516	137	1004	72	14	0	0	3818	81	1003	272.39
57	512	0	510	510	516	138	1024	72	18	1	1	3845	81	1002	272.39
57	511	0	510	511	514	138	1007	72	21	3	1	3830	74	1001	272.17
57	512	0	511	509	516	137	984	72	13	16	91	3903	85	1003	271.88
57	512	0	511	511	517	138	1021	72	11	14	31	3881	79	1001	271.92
57	512	0	509	511	517	137	1182	72	10	7	104	4104	68	1002	271.91
57	512	0	510	509	516	137	1027	72	11	5	66	3908	74	1002	271.65
57	512	0	511	511	518	136	1140	72	14	8	79	4043	74	1002	271.55
57	512	0	511	511	524	138	1032	72	16	5	101	3965	74	1003	271.33
56	512	0	510	510	524	136	1192	72	12	4	90	4102	74	1003	271.55
56	511	0	511	515	522	137	1007	72	12	0	90	3918	74	1003	271.75
56	512	0	509	516	524	138	999	72	15	0	105	3931	86	1001	271.74
57	512	0	509	515	523	136	1016	72	18	0	106	3950	80	1001	271.75
57	512	0	511	516	522	137	1005	72	18	0	54	3890	74	1000	272.15
57	512	0	510	515	524	137	995	72	15	0	71	3894	79	1001	272.14
57	512	0	510	514	524	136	1000	72	13	0	32	3854	79	1001	272.55
57	512	0	512	515	524	132	996	72	12	0	68	3886	79	1001	272.15
57	513	0	512	515	524	132	1005	72	17	0	36	3869	82	1001	272.33
57	513	0	510	515	522	134	1034	72	15	0	17	3875	82	1001	271.95
57	513	0	510	515	523	134	1027	72	22	0	0	3857	92	1001	271.75
57	512	0	511	514	523	133	1024	72	25	0	0	3857	86	1001	271.92
56	512	0	509	514	523	135	1032	72	25	0	0	3862	86	1001	271.94
57	512	0	511	515	523	135	1028	72	23	0	0	3862	86	1001	271.63
57	512	0	511	514	520	134	1017	72	23	0	0	3846	79	1000	271.67
57	512	0	511	515	520	135	1026	72	22	0	3	3859	79	1001	271.4
57	513	0	510	515	520	136	1036	72	22	1	9	3879	79	1001	271.41
57	513	0	509	514	518	136	1112	72	16	4	43	4006	79	1002	270.92
57	513	0	511	515	520	136	1117	72	10	11	32	4088	68	1002	270.71
57	513	0	511	515	520	136	1010	72	6	25	40	4005	63	1002	269.89
57	513	0	511	515	521	136	989	72	7	56	55	4095	63	1003	269.66
57	512	0	509	515	520	136	1028	72	15	48	77	4292	68	1003	269.37
57	512	0	511	514	518	137	1074	72	14	21	46	4597	63	1004	269.54
57	513	0	511	515	520	137	993	72	12	15	10	4623	58	1004	269.55
57	513	0	511	515	520	137	1024	72	9	10	41	4678	73	1004	269.96
57	513	0	511	514	520	136	1105	72	8	4	33	4736	68	1004	269.97
57	513	0	508	515	520	151	1192	72	5	0	17	4813	54	1005	270.33
57	513	0	504	515	520	258	1281	72	2	0	18	5006	58	1004	270.57
57	513	0	504	515	519	298	1279	72	1	0	15	4868	63	1005	270.18
57	513	0	504	515	520	289	1265	72	1	0	18	4687	58	1005	270.33
57	513	0	504	515	520	278	1286	71	1	0	8	4784	58	1006	269.75
57	513	0	505	515	520	272	1294	71	1	0	7	4784	53	1007	269.56
57	513	0	508	515	519	153	1285	70	4	0	1	4202	53	1007	268.92
57	512	0	511	515	520	151	1122	69	4	0	0	3947	49	1008	268.93
57	514	0	510	513	520	134	1213	69	5	0	0	4028	53	1008	268.55
57	513	0	508	513	520	255	1333	72	6	0	0	4283	58	1008	267.74
57	512	0	510	515	520	150	1251	72	2	0	0	4193	57	1008	267.34
57	513	0	510	515	520	139	1013	72	0	0	1	4123	57	1008	266.88
57	513	0	510	509	520	139	986	72	0	0	3	4193	78	1008	266.17
57	513	0	510	508	520	139	1024	71	0	0	11	4242	62	1008	266.11
57	513	0	510	508	520	217	1251	72	0	1	14	4559	78	1008	265.4
57	513	0	510	509	519	300	1283	72	0	12	12	4721	78	1008	264.44
57	512	0	511	513	518	293	1266	71	0	56	6	4736	62	1009	263.86
57	513	0	509	515	520	210	1298	71	0	64	2	4652	72	1009	262.61
57	513	0	511	515	520	244	1275	71	0	63	5	4677	66	1010	262.37
57	513	0	510	514	520	174	1222	71	1	67	0	4539	66	1011	262.12
57	513	0	509	514	519	138	1024	71	5	73	4	4316	61	1011	262.78
57	513	0	511	514	519	138	1015	72	4	85	18	4340	73	1011	262.5
56	513	0	511	515	520	173	1251	71	3	43	22	4640	56	1013	263.57
56	513	0	511	515	519	209	1212	72	3	5	12	4678	52	1013	264.14
57	512	0	511	514	518	281	1329	72	4	0	8	5209	52	1014	265.16
56	513	0	510	514	518	312	1307	72	6	0	26	5433	48	1013	265.55
56	513	0	511	514	518	303	1288	72	10	0	19	5125	53	1013	266.35
56	512	0	511	514	518	284	1249	72	10	0	1	5009	57	1012	267.36
57	512	0	510	514	516	273	1226	72	11	0	0	5162	49	1013	268.15
57	513	0	505	513	517	168	1175	72	10	0	0	4788	45	1013	268.15
57	513	0	504	514	517	161	1158	72	10	0	0	4440	45	1013	267.94
57	513	0	507	514	517	273	1263	71	12	0	0	4468	49	1014	266.75
57	512	0	509	514	517	288	1260	71	10	0	16	4242	53	1014	265.94
57	513	0	511	514	516	140	1020	71	15	0	14	3876	53	1013	265.52
57	513	0	511	513	517	140	1132	72	17	0	43	4033	66	1012	265.54
56	513	0	512	514	517	140	1133	72	24	0	37	4143	57	1013	265.33
56	513	0	511	513	517	140	1047	72	24	0	38	4211	53	1013	264.57
57	513	0	510	515	517	177	1133	72	25	0	46	4592	45	1012	265.59
57	513	0	511	515	518	193	1204	71	24	1	33	4734	45	1011	265.59
57	513	0	512	514	517	292	1350	72	21	1	30	5092	78	1010	266.41
57	513	0	512	515	517	288	1320	72	21	2	26	5134	92	1008	266.94
57	511	0	511	514	512	200	1257	72	17	5	16	5142	92	1007	267.94
56	511	0	509	513	513	138	1113	72	16	9	8	4919	68	1005	267.86
57	511	0	507	512	516	290	1248	72	12	9	2	5204	85	1005	267.98
57	510	0	508	513	516	293	1386	72	11	17	0	5443	85	1006	267.97
57	512	0	509	514	517	292	1379	71	7	24	0	5580	63	1005	268.12
57	512	0	509	514	517	292	1280	71	5	14	0	5418	79	1005	268.52
57	511	0	510	514	517	280	1253	71	3	4	0	5134	79	1005	269.54
57	510	0	510	513	516	294	1260	71	2	0	0	5382	74	1004	269.72
